Track,Track,EventShort,Event,EventClass,Flags,StartDay,StartTime,StartDT,EndDay,EndTime,EndDT,Room,Guests,,,,,,,,
All of the Books,,Spock vs the Sorcerers: F or SF?,Spock vs the Sorcerers: F or SF? The Genre Deathmatch Smackdown!,Debate,,10/08/2014,11:45,Sun 11:45,10/08/2014,13:00,Sun 13:00,County-C&D,Anne Perry,Daniel Polansky,Liz Bourke,Zen Cho,Geoffrey Ryman,,,,
All of the Books,,"X-Punk: punk as suffix, genre and state of mind","X-Punk: punk as suffix, genre and state of mind",Panel,,10/08/2014,13:30,Sun 13:30,10/08/2014,14:45,Sun 14:45,County-C&D,Djibril al-Ayad,Kim Curran,M. Suddain,Matthew Pocock,Stephanie Saulter,,,,
All of the Books,,Epic Fantasy: the panel of prophecy!,Epic Fantasy: the panel of prophecy!,Panel,,10/08/2014,15:15,Sun 15:15,10/08/2014,16:30,Sun 16:30,County-C&D,Den Patrick,Scott Lynch,Rebecca Levene,Elizabeth Bear,Gaie Sebold,,,,
All of the Books,,Wow. So Panel.,Wow. So Panel.,Panel,,10/08/2014,17:00,Sun 17:00,10/08/2014,18:15,Sun 18:15,County-C&D,Jenni Hill,Jared Shurin,Anne Perry,,,,,,
Comics,,Do you have a suit? Cosplayers assemble!,Do you have a suit? Cosplayers assemble! (literally),Craft,,07/08/2014,20:00,Thu 20:00,07/08/2014,22:00,Thu 22:00,Royal-A,Hazel Robinson,Clara Belle,,,,,,,
Podcasting,,Finding Your Voice,Finding Your Voice,Panel,,08/08/2014,10:00,Fri 10:00,08/08/2014,11:15,Fri 11:15,Royal-A,Dave Probert,Emma Newman,Michaela Gray,A. L. Johnson,Dan Hart,,,,
Podcasting,,Realities of Podcasting,Realities of Podcasting,Panel,,08/08/2014,11:45,Fri 11:45,08/08/2014,13:00,Fri 13:00,Royal-A,Martyn Havell,Debbie Timmins,Sol Craighead-Wheeler,Gillian Coyle,Alasdair Stuart,,,,
Comics,,Stark Tower Sleepover,Stark Tower Sleepover (Infinite Washing-Up Crisis),Meetup,,08/08/2014,13:30,Fri 13:30,08/08/2014,14:45,Fri 14:45,Royal-A,Briony Frost,Nat Wilkinson,Clara Belle,Dan Hart,Melissa T,,,,
Comics,Academia,Falling and Tumbling; Power and Struggle,Falling and Tumbling; Power and Struggle,Presentation,,08/08/2014,15:15,Fri 15:15,08/08/2014,16:30,Fri 16:30,Royal-A,Briony Frost,Howard Hardiman,Cara Ellison,,,,,,
Comics,,Mental Health and Comics: Workshop,Mental Health and Comics: Workshop,Discussion,,08/08/2014,17:00,Fri 17:00,08/08/2014,18:15,Fri 18:15,Royal-A,Meg John Barker,Caroline Walters,Joseph de Lappe,,,,,,
Comics,,Sex and Violence,Sex and Violence,Panel,18+,08/08/2014,18:45,Fri 18:45,08/08/2014,20:00,Fri 20:00,Royal-A,Howard Hardiman,Dan Hart,Emma Vieceli,Malin Ryden,Will Brooker,Hazel Robinson,,,
All of the Books,,CTHULHU?!,CTHULHU?!,Panel,,08/08/2014,20:30,Fri 20:30,08/08/2014,22:45,Fri 22:45,Royal-A,Jon Morgan,Jonathan L. Howard,Rebecca Levene,Scott Lynch,Kim Curran,,,,
Podcasting,,Democratisation of podcasting and new media,Democratisation of podcasting and new media,Presentation,,09/08/2014,10:00,Sat 10:00,09/08/2014,10:30,Sat 10:30,Royal-A,Scott Grandison,,,,,,,,
Podcasting,,The 1st Annual Podcaster Games,The 1st Annual Podcaster Games,Entertainment,,09/08/2014,11:00,Sat 11:00,09/08/2014,12:30,Sat 12:30,Royal-A,Rebecca Duty,Ash Farbrother,Laura Kate Dale,James Sims,Paul Heath,L. M. Myles,Gavin Jones,Dan Marshall,
Comics,,Dis/Continuity,"Dis/Continuity: long-running characters, change, evolution and disruption",Panel,,09/08/2014,13:30,Sat 13:30,09/08/2014,14:45,Sat 14:45,Royal-A,Paul Cornell,Kieron Gillen,Nat Wilkinson,Misha Sumra,Adam Christopher,,,,
Comics,Kids,Making Comics; workshop for kids (and their adults),Making Comics; workshop for kids (and their adults),Craft,,09/08/2014,15:15,Sat 15:15,09/08/2014,16:30,Sat 16:30,Royal-A,Louie Stowell,Sarah Gordon,Hazel Robinson,Kelly Kanayama,Martin Hand,,,,
Comics,,Creators on Comics,Creators on Comics,Q&A,,09/08/2014,17:00,Sat 17:00,09/08/2014,18:15,Sat 18:15,Royal-A,Si Spurrier,Kieron Gillen,Hazel Robinson,,,,,,
Comics,,Blurred Lines: boycotting & buying in,Blurred Lines: boycotting & buying in,Panel,,09/08/2014,18:45,Sat 18:45,09/08/2014,20:00,Sat 20:00,Royal-A,Dan Hart,Melissa T,Alasdair Stuart,David Tallerman,Hazel Robinson,,,,
Podcasting,,The Life and Times of a Podcaster,The Life and Times of a Podcaster,Panel,,10/08/2014,10:00,Sun 10:00,10/08/2014,11:15,Sun 11:15,Royal-A,Nicolas Papaconstantinou,Rebecca Duty,Ed Fortune,Stephen Lacey,Phil Hobden,Alex Fitch,,,
Podcasting,,The Power of New Media,The Power of New Media,Panel,,10/08/2014,11:45,Sun 11:45,10/08/2014,13:00,Sun 13:00,Royal-A,Barry Nugent,Emma Newman,Stephen Aryan,Scott Grandison,,,,,
Comics,,Never Just 'Comic Book Guy',Never Just 'Comic Book Guy': celebrating diverse comics fandom,Panel,,10/08/2014,13:30,Sun 13:30,10/08/2014,14:45,Sun 14:45,Royal-A,Helena McCallum,Tony Keen,Nat Wilkinson,Misha Sumra,Charlotte Geater,Hazel Robinson,Adam Christopher,,
Comics,,More-Than-Mild Peril,More-Than-Mild Peril: beyond sidekicks ,Panel,,10/08/2014,15:15,Sun 15:15,10/08/2014,16:30,Sun 16:30,Royal-A,Louie Stowell,Kate McAlpine,Emma Vieceli,Malin Ryden,Melissa T,Heather Wickson,David Tallerman,Nat Wilkinson,Charlotte Geater
Comics,,A/Romantic: asexuality in comics,A/Romantic: asexuality in comics,Panel,,10/08/2014,17:00,Sun 17:00,10/08/2014,18:15,Sun 18:15,Royal-A,Michele Howe,Emma Vieceli,Charlotte Geater,,,,,,
Comics,,Gutter Spills: comics across other media,Gutter Spills: comics across other media,Panel,,10/08/2014,18:45,Sun 18:45,10/08/2014,20:00,Sun 20:00,Royal-A,Si Spurrier,Alasdair Stuart,Roz Kaveney,Jenni Cole,Kate McAlpine,,,,
Cosplay UK,,How to Make Natural Dyes,How to Make Natural Dyes: Authenticity and Budget Cosplaying,Presentation,,08/08/2014,10:00,Fri 10:00,08/08/2014,11:15,Fri 11:15,Royal-B,Rosemary Darkshines,,,,,,,,
Cosplay UK,,Styling a Loki Wig,Styling a Loki Wig: Perfect Jotenheimian Hair In Under an Hour!,Presentation,,08/08/2014,11:45,Fri 11:45,08/08/2014,13:00,Fri 13:00,Royal-B,Rosemary Darkshines,,,,,,,,
Cosplay UK,,Prop Weapons Construction,Prop Weapons Construction: Making Props Using Styrofoam Foam Board and More,Presentation,,08/08/2014,13:30,Fri 13:30,08/08/2014,14:45,Fri 14:45,Royal-B,Lee Houlgate,,,,,,,,
Social Gaming,,Social Gaming with the Haberdashery Collective,Social Gaming with the Haberdashery Collective,Games,16+,08/08/2014,15:15,Fri 15:15,08/08/2014,16:30,Fri 16:30,Royal-B,The Haberdashery Collective,,,,,,,,
Cosplay UK,,Props and Armour Using Pepakura,Props and Armour Using Pepakura,Presentation,,08/08/2014,17:00,Fri 17:00,08/08/2014,18:15,Fri 18:15,Royal-B,Lee Houlgate,,,,,,,,
Geek Feminism,Video Games Culture,Sex in Video Games,Sex in Video Games: hosted by the Video Games Culture track,Panel,,08/08/2014,20:30,Fri 20:30,08/08/2014,21:45,Fri 21:45,Royal-B,Cara Ellison,Meg Jayanth,Gemma Thomson,Laura Buttrick,,,,,
All of the Books,,New Voices,New Voices: say hello to the Class of 2014!,Reading,,08/08/2014,22:15,Fri 22:15,08/08/2014,23:30,Fri 23:30,Royal-B,,,,,,,,,
Social Gaming,,Social Gaming with the Haberdashery Collective,Social Gaming with the Haberdashery Collective,Games,16+,09/08/2014,10:00,Sat 10:00,09/08/2014,11:15,Sat 11:15,Royal-B,The Haberdashery Collective,,,,,,,,
Cosplay Beyond,Kids,Basic Wounds Workshop Two,Introduction to Ickiness: Basic Wounds Workshop Two - Burns and Bruises,Craft,PG,09/08/2014,11:45,Sat 11:45,09/08/2014,13:00,Sat 13:00,Royal-B,Cosplay Beyond,,,,,,,,
Cosplay Beyond,,Sci-fi and Fantasy Hair Design Workshop,"Laugh It Up, Fuzzball: Sci-fi and Fantasy Hair Design Workshop",Craft,,09/08/2014,13:30,Sat 13:30,09/08/2014,14:45,Sat 14:45,Royal-B,Cosplay Beyond,,,,,,,,
Social Gaming,,Social Gaming with the Haberdashery Collective,Social Gaming with the Haberdashery Collective,Games,16+,09/08/2014,15:15,Sat 15:15,09/08/2014,16:30,Sat 16:30,Royal-B,The Haberdashery Collective,,,,,,,,
Social Gaming,,Social Gaming with the Haberdashery Collective,Social Gaming with the Haberdashery Collective,Games,16+,09/08/2014,18:45,Sat 18:45,09/08/2014,20:00,Sat 20:00,Royal-B,The Haberdashery Collective,,,,,,,,
Social Gaming,,London Bubble Football League Kickstarter Launch,London Bubble Football League Kickstarter Launch,Presentation,,09/08/2014,12:15,Sat 12:15,09/08/2014,13:00,Sat 13:00,32,Ruth Ball,,,,,,,,
All of the Books,,New Voices,New Voices: the Class of 2014 continued!,Reading,,09/08/2014,22:15,Sat 22:15,09/08/2014,23:30,Sat 23:30,Royal-B,,,,,,,,,
Social Gaming,,Behind the Curtain: Game-Making with the Haberdashery Collective,Behind the Curtain: Game-Making with the Haberdashery Collective,Workshop,16+,10/08/2014,10:00,Sun 10:00,10/08/2014,11:15,Sun 11:15,Royal-B,The Haberdashery Collective,,,,,,,,
Cosplay Beyond,,Gruesome Injuries Workshop Two,The Horror! The Horror! Gruesome Injuries Workshop Two - Advanced Bruises and Deep Cuts,Craft,15+,10/08/2014,11:45,Sun 11:45,10/08/2014,13:00,Sun 13:00,Royal-B,Cosplay Beyond,,,,,,,,
A Song of Ice and Fire,Cosplay Beyond,Game of Thrones Hair Design Workshop,Braids of Ice and Fire: Game of Thrones Hair Design Workshop,Craft,,10/08/2014,13:30,Sun 13:30,10/08/2014,14:45,Sun 14:45,Royal-B,Cosplay Beyond,Jaime Starr,,,,,,,
Social Gaming,,Social Gaming with the Haberdashery Collective,Social Gaming with the Haberdashery Collective,Games,16+,10/08/2014,15:15,Sun 15:15,10/08/2014,16:30,Sun 16:30,Royal-B,The Haberdashery Collective,,,,,,,,
Social Gaming,,Social Gaming with the Haberdashery Collective,Social Gaming with the Haberdashery Collective,Games,16+,10/08/2014,18:45,Sun 18:45,10/08/2014,20:00,Sun 20:00,Royal-B,The Haberdashery Collective,,,,,,,,
Doctor Who,,Fanvid Adventures in Space and Time,Fanvid Adventures in Space and Time,Presentation,,07/08/2014,18:45,Thu 18:45,07/08/2014,20:00,Thu 20:00,Royal-C&D,Amy (such heights),Jenni Hughes,,,,,,,
Whedon,,The Symbolism and Metaphor of Buffy,The Symbolism and Metaphor of Buffy,Discussion,,08/08/2014,10:00,Fri 10:00,08/08/2014,11:15,Fri 11:15,Royal-C&D,Shane Davis,,,,,,,,
Doctor Who,LGBTQAI Fandom,Queer in the Text,Queer in the Text,Panel,,08/08/2014,11:45,Fri 11:45,08/08/2014,13:00,Fri 13:00,Royal-C&D,Amy (such heights),Cleo,Sarah Groenewegen,Alyss Abyss,,,,,
Whedon,,Avengers Jossemble! Burdened With Glorious Squee,Avengers Jossemble! Burdened With Glorious Squee,Discussion,,08/08/2014,13:30,Fri 13:30,08/08/2014,14:45,Fri 14:45,Royal-C&D,Tlanti,,,,,,,,
Doctor Who,,Wibbly-Wobbly Timey-Wimey Stuff,Wibbly-Wobbly Timey-Wimey Stuff: The Science of Time Travel in the Real World,Presentation,!CANCELLED,08/08/2014,18:45,Fri 18:45,08/08/2014,20:00,Fri 20:00,Royal-C&D,Stephanie Osborn,,,,,,,,
Whedon,,The Joss Whedon Quiz,The Joss Whedon Quiz,Entertainment,,08/08/2014,17:00,Fri 17:00,08/08/2014,18:15,Fri 18:15,Royal-C&D,Whedon Track,,,,,,,,
Doctor Who,,The Doctor's Privilege,The Doctor's Privilege,Panel,,08/08/2014,15:15,Fri 15:15,08/08/2014,16:30,Fri 16:30,Royal-C&D,Amal El-Mohtar,Laurie Penny,Mathew Kilburn,Adrian Tchaikovsky,,,,,
Entertainment,,Speed Friending,Speed Friending,Entertainment,,08/08/2014,20:30,Fri 20:30,08/08/2014,22:30,Fri 22:30,Royal-C&D,Geek Chic,,,,,,,,
Doctor Who,,Why Continuity Doesn't Matter,Why Continuity Doesn't Matter,Panel,,09/08/2014,10:00,Sat 10:00,09/08/2014,11:15,Sat 11:15,Royal-C&D,Paul Cornell,Abigail Brady,Dave Probert,Una McCormack,Marcus Gipps,,,,
Video Games Culture,,Personal games,Personal games,Panel,!CANCELLED,09/08/2014,11:45,Sat 11:45,09/08/2014,13:00,Sat 13:00,Royal-C&D,Tim Skew,,,,,,,,
Doctor Who,,If A Woman Was Cast As The Doctor...,If A Woman Was Cast As The Doctor...,Panel,,09/08/2014,13:30,Sat 13:30,09/08/2014,14:45,Sat 14:45,Royal-C&D,Cleo,Adrian Tchaikovsky,Michael Lee,Rebecca Tilley,,,,,
Whedon,,Exploring the Concept of Mental Health and Madness in the Whedonverse,'Shut That Crazy Mouth': Exploring the Concept of Mental Health and Madness in the Whedonverse,Discussion,,09/08/2014,15:15,Sat 15:15,09/08/2014,16:30,Sat 16:30,Royal-C&D,Alice Nicholls,,,,,,,,
Whedon,,LGB(T) Representation in the Whedonverse,LGB(T) Representation in the Whedonverse: From Willow Rosenberg to Victoria Hand,Discussion,,09/08/2014,17:00,Sat 17:00,09/08/2014,17:50,Sat 17:50,Royal-C&D,Jenny Alexander,,,,,,,,
Doctor Who,,Received Fan Wisdom is Wrong,Received Fan Wisdom is Wrong,Panel,,09/08/2014,18:45,Sat 18:45,09/08/2014,20:00,Sat 20:00,Royal-C&D,Una McCormack,Paul Cornell,Jenni Hughes,Judith Jackson,,,,,
Doctor Who,,"Anytime, Anywhere","Anytime, Anywhere",Panel,,10/08/2014,10:00,Sun 10:00,10/08/2014,11:15,Sun 11:15,Royal-C&D,Simon Guerrier,Adam Christopher,Joanne Harris,Anna Jackson,,,,,
Academia,Video Games Culture,"Male, Pale, and Stale: Character Creation in Gaming","Male, Pale, and Stale: Character Creation in Gaming",Presentation,,10/08/2014,11:45,Sun 11:45,10/08/2014,12:15,Sun 12:15,Royal-C&D,Helen Gould,,,,,,,,
Academia,Video Games Culture,'Ideal' Control Methods and Antisimulation,'Ideal' Control Methods and Antisimulation,Presentation,,10/08/2014,12:30,Sun 12:30,10/08/2014,13:00,Sun 13:00,Royal-C&D,Joseph Gavin,,,,,,,,
Doctor Who,,A Handy Guide to the Wilderness Years and Beyond,A Handy Guide to the Wilderness Years and Beyond,Panel,,10/08/2014,13:30,Sun 13:30,10/08/2014,14:45,Sun 14:45,Royal-C&D,David Bailey,Sarah Groenewegen,Rebecca Levene,Simon Guerrier,David McIntee,,,,
Doctor Who,,Representation of Gender Roles,Representation of Gender Roles,Panel,,10/08/2014,15:15,Sun 15:15,10/08/2014,16:30,Sun 16:30,Royal-C&D,Simon Guerrier,Angela Blackwell,Una McCormack,Amy (such heights),,,,,
Doctor Who,,RTD vs Lambert,RTD vs Lambert,Panel,,10/08/2014,17:00,Sun 17:00,10/08/2014,18:15,Sun 18:15,Royal-C&D,Michael Lee,Mathew Kilburn,Tori Truslow,,,,,,
Fanfic,,Sherlock's Scavenger Hunt (runs until 1:30pm),Sherlock's Scavenger Hunt (runs until 1:30pm around site),Games,,10/08/2014,11:30,Sun 11:30,10/08/2014,11:45,Sun 11:45,County-B,Amy,Trillsabells,Louise,,,,,,
Film Festival,,Film Festival Shorts Showcase Part 1,The Nine Worlds Film Festival Shorts Showcase Part 1,Film,,08/08/2014,13:30,Fri 13:30,08/08/2014,14:45,Fri 14:45,41,Andrew Clarke,,,,,,,,
Kids,,Model Making with Kerry Dyer,Model Making with Kerry Dyer,Craft,,10/08/2014,13:30,Sun 13:30,10/08/2014,14:45,Sun 14:45,42,Kerry Dyer,,,,,,,,
Informal Meetups,,Nine Worlds Newbies Meetup,Nine Worlds Newbies Meetup,Meetup,,08/08/2014,11:30,Fri 11:30,08/08/2014,13:00,Fri 13:00,Bijou-Bar,Emma Newman,,,,,,,,
Informal Meetups,,Nine Worlds Newbies Meetup,Nine Worlds Newbies Meetup,Meetup,,09/08/2014,11:30,Sat 11:30,09/08/2014,13:00,Sat 13:00,Bijou-Bar,Emma Newman,,,,,,,,
Forbidden Planet Signings,,Kim Curran,Kim Curran,Signing,,08/08/2014,10:00,Fri 10:00,08/08/2014,11:00,Fri 11:00,Comm-West,Kim Curran,,,,,,,,
Forbidden Planet Signings,,Ed Cox & Benedict Jacka,Ed Cox & Benedict Jacka,Signing,,08/08/2014,11:15,Fri 11:15,08/08/2014,12:15,Fri 12:15,Comm-West,Ed Cox,Benedict Jacka,,,,,,,
Forbidden Planet Signings,,"Paul Cornell, Kate Griffin & Nick Harkaway","Paul Cornell, Kate Griffin & Nick Harkaway",Signing,,08/08/2014,13:00,Fri 13:00,08/08/2014,14:00,Fri 14:00,Comm-West,Paul Cornell,Kate Griffin,Nick Harkaway,,,,,,
Forbidden Planet Signings,,"Adrian Tchaikovsky, Lauren Beukes & Jen Williams","Adrian Tchaikovsky, Lauren Beukes & Jen Williams",Signing,!NOCLASH,08/08/2014,14:45,Fri 14:45,08/08/2014,15:45,Fri 15:45,Comm-West,Adrian Tchaikovsky,Lauren Beukes,Jen Williams,,,,,,
Forbidden Planet Signings,,"Jon Wallace, Gavin Smith & Mark Alder","Jon Wallace, Gavin Smith & Mark Alder",Signing,,08/08/2014,16:30,Fri 16:30,08/08/2014,17:30,Fri 17:30,Comm-West,Jon Wallace,Gavin Smith,Mark Alder,,,,,,
Forbidden Planet Signings,,"Adam Christopher, John Connolly & Jonathan L. Howard","Adam Christopher, John Connolly & Jonathan L. Howard",Signing,,09/08/2014,10:00,Sat 10:00,09/08/2014,11:00,Sat 11:00,Comm-West,John Connolly,Jonathan L. Howard,Adam Christopher,,,,,,
Forbidden Planet Signings,,"Paul McAuley, Gareth Powell & Den Patrick","Paul McAuley, Gareth Powell & Den Patrick",Signing,,09/08/2014,11:15,Sat 11:15,09/08/2014,12:15,Sat 12:15,Comm-West,Paul McAuley,Gareth Powell,Den Patrick,,,,,,
Forbidden Planet Signings,,Elizabeth Bear & Scott Lynch,Elizabeth Bear & Scott Lynch,Signing,,09/08/2014,13:00,Sat 13:00,09/08/2014,14:00,Sat 14:00,Comm-West,Elizabeth Bear,Scott Lynch,,,,,,,
Forbidden Planet Signings,,"Mark Charan Newton, Anna Caltabiano & Michael J. Ward","Mark Charan Newton, Anna Caltabiano & Michael J. Ward",Signing,,09/08/2014,14:45,Sat 14:45,09/08/2014,15:45,Sat 15:45,Comm-West,Mark Charan Newton,Anna Caltabiano,Michael J. Ward,,,,,,
Forbidden Planet Signings,,"John Hornor Jacobs, Joanne Harris & Will Hill","John Hornor Jacobs, Joanne Harris & Will Hill",Signing,,09/08/2014,16:30,Sat 16:30,09/08/2014,17:30,Sat 17:30,Comm-West,John Hornor Jacobs,Joanne Harris,Will Hill,,,,,,
Forbidden Planet Signings,,Philip Reeve & Sarah McIntyre,Philip Reeve & Sarah McIntyre,Signing,,10/08/2014,10:00,Sun 10:00,10/08/2014,11:00,Sun 11:00,Comm-West,Philip Reeve,Sarah McIntyre,,,,,,,
Forbidden Planet Signings,,"Sarah Lotz, Francis Knight & Tom Pollock","Sarah Lotz, Francis Knight & Tom Pollock",Signing,,10/08/2014,11:15,Sun 11:15,10/08/2014,12:15,Sun 12:15,Comm-West,Sarah Lotz,Francis Knight,Tom Pollock,,,,,,
Forbidden Planet Signings,,"Daniel Polansky & Danie Ware","Daniel Polansky & Danie Ware",Signing,,10/08/2014,13:00,Sun 13:00,10/08/2014,14:00,Sun 14:00,Comm-West,Daniel Polansky,Danie Ware,,,,,,,
Forbidden Planet Signings,,"Gail Carriger, Stephanie Saulter & M. Suddain","Gail Carriger, Stephanie Saulter & M. Suddain",Signing,,10/08/2014,14:45,Sun 14:45,10/08/2014,15:45,Sun 15:45,Comm-West,Gail Carriger,Stephanie Saulter,M. Suddain,,,,,,
Forbidden Planet Signings,,"Gaie Sebold, Rebecca Levene & Ian Whates","Gaie Sebold, Rebecca Levene & Ian Whates",Signing,,10/08/2014,16:30,Sun 16:30,10/08/2014,17:30,Sun 17:30,Comm-West,Gaie Sebold,Rebecca Levene,Ian Whates,,,,,,
Informal Meetups,Kids,Nine Worlds Families Meetup,Nine Worlds Families Meetup,Meetup,,08/08/2014,09:00,Fri 09:00,08/08/2014,09:45,Fri 09:45,Atrium,,,,,,,,,
Informal Meetups,Kids,Nine Worlds Families Meetup,Nine Worlds Families Meetup,Meetup,,09/08/2014,09:00,Sat 09:00,09/08/2014,09:45,Sat 09:45,Atrium,,,,,,,,,
Informal Meetups,Kids,Nine Worlds Families Meetup,Nine Worlds Families Meetup,Meetup,,10/08/2014,09:00,Sun 09:00,10/08/2014,09:45,Sun 09:45,Atrium,,,,,,,,,
Informal Meetups,,Cosplay Positivity: Meet & Mingle,Cosplay Positivity: Meet & Mingle,Meetup,,08/08/2014,10:30,Fri 10:30,08/08/2014,11:15,Fri 11:15,Bijou-Bar,Ollie Starr,,,,,,,,
Food Geekery,,Peer Recipe Writing,Peer Recipe Writing: Write your Nine Worlds Cookbook entry,Meetup,,10/08/2014,15:15,Sun 15:15,10/08/2014,16:30,Sun 16:30,Bijou-Bar,Ruth Ball,Kerstin Rogers,,,,,,,
Film Festival,,Join us at the bar!,Join us at the bar!,Meetup,,10/08/2014,18:45,Sun 18:45,10/08/2014,20:00,Sun 20:00,Bijou-Bar,Andrew Clarke,,,,,,,,
LGBTQAI Fandom,,LGBTQAI+ After Party,LGBTQAI+ After Party,Meetup,,10/08/2014,20:30,Sun 20:30,10/08/2014,21:45,Sun 21:45,Bijou-Bar,Tori Truslow,,,,,,,,
Roleplay / Storygasm,,Open Storytelling,Open Storytelling,Meetup,!NOCLASH,08/08/2014,10:00,Fri 10:00,08/08/2014,13:00,Fri 13:00,Bijou-Bar,,,,,,,,,
Roleplay / Storygasm,,Open Storytelling,Open Storytelling,Meetup,!NOCLASH,09/08/2014,10:00,Sat 10:00,09/08/2014,13:00,Sat 13:00,Bijou-Bar,,,,,,,,,
Roleplay / Storygasm,,Open Storytelling,Open Storytelling,Meetup,!NOCLASH,10/08/2014,10:00,Sun 10:00,10/08/2014,13:00,Sun 13:00,Bijou-Bar,,,,,,,,,
Future Tech,,Illusions and Brains,Illusions and Brains,Presentation,,10/08/2014,10:40,Sun 10:40,10/08/2014,11:15,Sun 11:15,11,David Corney,,,,,,,,
Entertainment,,The Nine Worlds Photobooth,The Nine Worlds Photobooth,Craft,,08/08/2014,15:00,Fri 15:00,08/08/2014,16:00,Fri 16:00,Atrium,Jamie Drew,,,,,,,,
Entertainment,,The Nine Worlds Photobooth,The Nine Worlds Photobooth,Craft,,09/08/2014,15:00,Sat 15:00,09/08/2014,16:00,Sat 16:00,Atrium,Jamie Drew,,,,,,,,
Video Games Culture,,Writing Better Characters,Writing Better Characters,Panel,,08/08/2014,15:15,Fri 15:15,08/08/2014,16:15,Fri 16:15,38,Jack deQuidt,Meg Jayanth,Helen Gould,,,,,,
A Song of Ice and Fire,,Sex Work and ASOIAF,Sex Work and ASOIAF,Panel,18+,08/08/2014,14:00,Fri 14:00,08/08/2014,14:45,Fri 14:45,32,Jaime Starr,,,,,,,,
Vendors,,Pop-Up Market,Pop-Up Market,Vendors,,09/08/2014,15:00,Sat 15:00,09/08/2014,17:00,Sat 17:00,Comm-East,,,,,,,,,
Vendors,,Pop-Up Market,Pop-Up Market,Vendors,,10/08/2014,15:00,Sun 15:00,10/08/2014,17:00,Sun 17:00,Comm-East,,,,,,,,,
Future Tech,,"The future of accessible neurohacking","Harder, better, faster, stronger: The future of accessible neurohacking",Presentation,,08/08/2014,17:00,Fri 17:00,08/08/2014,18:00,Fri 18:00,11,Andrew Vladimirov,,,,,,,,
Creative Writing,,"Asking Nicely: Poetry with Hannah Chutzpah", "Asking Nicely: Poetry with Hannah Chutzpah",Reading,,09/08/2014,17:00,Sat 17:00,09/08/2014,18:15,Sat 18:15,County-A,Hannah Eiseman-Renyard,,,,,,,
